Box Number,Folder Number,Date (YYYY/MM/DD),Letter_ID,I Tatti file name(s),sender,recipient,Letterhead,"Location Written (city, state)",Location Written (country),I Tatti Sheet Number(s),I Tatti Letter Number,Number of Pages,Number of Images,Notes,Accompanying Material,"Subject -- People (Last Name, First Name)",Subjects,Letters Contents,"Name of Transcriber 1 (Last Name, First Name)",Transcriber 1 Initials,Date Claimed (YYYY/MM/DD),Date Completed (YYYY/MM/DD),"Name of Transcriber 2 (Last Name, First Name)",Transcriber 2 Initials,Date Claimed (YYYY/MM/DD),Date Completed (YYYY/MM/DD),Date Finalized (YYYY/MM/DD),
62,04,1914_07_18,00337,"32044150448835_037, 32044150448835_038, 32044150448835_039, 32044150448835_040, 32044150448835_041, 32044150448835_042, 32044150448835_043, 32044150448835_044, 32044150448835_045, 32044150448835_046, 32044150448835_047, 32044150448835_048","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,151a–162n,1914-77,24,12,""", 1914"" written by BB",,"Morgan, J. Pierpont, Jr.; Read, Charles Hercules; Murray, Charles Fairfax; Duveen, Joseph; Rey, Emile; Seligmann, Jacques; Meyer, Agnes; Ludres, Isabelle de; Federn, Paul; Noguchi, Hideyo; Meyer, Eugene; Greene, Genevieve Ida Van Vliet Fleet; Morgan, J. Pierpont; Morgan, Jane Grew",library work; private collections; Chinese art; art dealing; African art; BG's family; BG's travel; BG's art collection,"totaling value of JPM's miniatures and Chinese Porcelains; letters from Murray and Seligmann about Duveen; Read's purchase of the Lo'han; Pergzinsky(?) Lo'han purchased by Metropolitan Museum; terrible small marble T'ang lion sent to BG by Read; Read's keenness for African art; BB in Paris; dislike for de Ludres; BG fascination with Freud and psychoanalysis done by Federn; BG dream diary; Freud's ""The Interpretation of Dreams"";""little bronze"" and ""little Buddha"" from BB; asking for photograph of BB's Siamese head; plan to visit BB with Genevieve; opinions of philosophers Morton Prince and Henri Bergson","Davis, Lauren",LD,2022/07/26,2022/07/26,"Palmer, Philip",PSP,2024/09/02,2024/09/02,2024/09/02,
62,04,1914_07_20,00338,"32044150448835_049, 32044150448835_050, 32044150448835_051, 32044150448835_052, 32044150448835_053, 32044150448835_054","Greene, Belle da Costa","Berenson, Bernard",MR. MORGAN'S LIBRARY NEW YORK,"New York, NY",United States,163a; 164b-c,1914-78,8,6,"""1914"" written in later hand","originally enclosed with letters from Rey, Seligmann & Murray","Rey, Emile; Meyer, Eugene; Berenson, Mary; Meyer, Agnes; Goloubeff, M. Victor; Seligmann, Jacques; Murray, Charles Fairfax; Bourget, Paul; Durrieu, Paul; Castellane, Marie Ernest Paul Boniface de; Reinach, Salomon; Morgan, J. Pierpont, Jr.",art dealing; Chinese art; BG's art collection; private collections; BG's social world,"Chinese porcelain price increase; sending letters of Rey, Seligmann, and Murray; Jack and BG discuss Murray visiting in August; Chinese AI head; Murray's little Sarengetti; Stein things going back to India; gold matchbox souvenir for BB, matches Jack's; Ars Asiatica Vol. 1; hope that BB destroyed a ""beastly"" complaint letter from her; Eugene Meyer's crush on BG; Anatole France's ""La revolte des Anges""; annoyance at BB liking de Ludres","Davis, Lauren",LD,2022/07/26,2022/07/26,"Mohite, Sam",SM,2024/09/03,2024/09/03,2024/09/03,
62,04,1914_07_21,00339,"32044150448835_059, 32044150448835_060","Greene, Belle da Costa","Berenson, Bernard",MR. MORGAN'S LIBRARY NEW YORK,"New York, NY",United States,170,1914-79,3,2,,,"Greene, Genevieve Ida Van Vliet Fleet",BG's leisure activities,Aquitania; declined invitation to dinner and dance at Meadowbrook at Piping Rock Club; striking similarity to Isabel in H. G. Wells' The New Machiavelli; Genevieve sends love to BB,"Davis, Lauren",LD,2022/07/27,2022/07/27,"Mohite, Sam",SM,2024/09/03,2024/09/03,2024/09/03,
62,04,1914_07_27,00340,"32044150448835_055, 32044150448835_056, 32044150448835_057, 32044150448835_058","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,"166a, 167b, 168c, 169d",1914-81,8,4,"""1914"" written in later hand",,"Morgan, J. Pierpont, Jr.; Thurston, Ada; Greene, Genevieve Ida Van Vliet Fleet",BG's health; library work,diagnosed with nervous prostration; Jack visiting each day and bringing flowers and fruit; importance of BG in Library; desire to convince Jack to move Library to England,"Davis, Lauren",LD,2022/07/27,2022/07/27,"Mohite, Sam",SM,2024/09/03,2024/09/03,2024/09/03,
62,04,1914_07_29_30_31,00341,"32044150448835_061, 32044150448835_062, 32044150448835_063, 32044150448835_064, 32044150448835_065, 32044150448835_066, 32044150448835_067, 32044150448835_068, 32044150448835_069, 32044150448835_070, 32044150448835_071, 32044150448835_072, 32044150448835_073","Greene, Belle da Costa","Berenson, Bernard",104 EAST 40TH STREET,"New York, NY",United States,171d; 172c; 173a; 174b; 175c; 176d; 177e; 178f,1914-82,17,13,pp. 1-12 written in pencil; pp. 12-15 written in ink,"Typed letter from Charles Fairfax Murray to J. Pierpont Morgan, Jr.; originally included letter from Charles Hercules Read to BG (perhaps the one indicated as from Agnes Meyer to BG, [1914]? See additional I Tatti images)","the M.D. (Dr. Connor?); Murray, Charles Fairfax; Duveen, Henry; Duveen, Joseph; Morgan, J. Pierpont, Jr.; Seligmann, Jacques; Agnew, William Lockett; Raphael; Read, Charles Hercules; Kahn, Adelaide Wolff; Sirén, Osvald; Meyer, Agnes; Meyer, Eugene",BG's health; BG's leisure activities; current events; BG's social world,"shorter hours at Museum due to illness; suspicious of Murray; letter from Duveen in regard to Agnew; Read's change from dislike to neutrality in regard to BB; Dostoevsky; H. G. Wells; Anatole France; Paul Bourget; love of Wells' The New Machiavelli; distaste for Wells' Marriage; Munsey's Magazine; France's La Révolte des Anges; fascination with the Old Testament, desire to read it in Hebrew; Song of Solomon 7:10 quotation; Felicia Dorothea Hemans' ""Casabianca"" quotation; stock exchanges closing; Eugene discussing people's dislike of Agnes with BG; enclosed letter from Read ","Davis, Lauren",LD,2022/07/27,2022/07/27,"Mohite, Sam",SM,2024/09/03,2024/09/03,2024/09/03,
62,05,1914_08_02_03,00342,"32044150448843_001, 32044150448843_002, 32044150448843_003, 32044150448843_004, 32044150448843_005, 32044150448843_006","Greene, Belle da Costa","Berenson, Bernard","Indian Field, Greenwich Connecticut","Greenwich, Connectituct",United States,"182a, 183b, 184c",1914-83,9,6,"""1914"" written in later hand","last page is incomplete letter from 08/03, written in NYC","Binyon, Laurence; Freer, Charles Lang; Morgan, J. Pierpont, Jr.; McAdoo, William Gibbs; Truesdale, William; Meyer, Agnes; Meyer, Eugene; Durlacher, George; Truesdale, Annie Topping",BG's travel; BG's social world; finance; politics,"BG in CT with the Truesdales; everyone in ""wild excitement"" paying attention to war news; Eugene Meyer responsible for closing of Stock Exchange; Jack Morgan interview; JPM meeting with McAdoo","Joubert, Ariana",AJ,2020/08/04,2020/08/04,"Mohite, Sam",SM,2024/03/12,2024/03/12,2024/08/20,
62,05,1914_08_04_05_06,00343,"32044150448843_007, 32044150448843_008, 32044150448843_009, 32044150448843_010, 32044150448843_011, 32044150448843_012, 32044150448843_013, 32044150448843_014, 32044150448843_015, 32044150448843_016, 32044150448843_017, 32044150448843_018","Greene, Belle da Costa","Berenson, Bernard",Mr. Morgan's Library New York,"New York, NY",United States,"185a, 186b, 187c, 188d, 189e, 190f",1914-84,18,12,,last two pages are end of ^ that incomplete letter?,"Murray, Charles Fairfax; Read, Charles Hercules; Morgan, J. Pierpont, Jr.; Meyer, Eugene; Chase, George Henry; Blumenthal, George; Blumenthal, Florence Meyer; Johnstone, Lady Antoinette; Strong, Eugénie Sellers; Meyer, Agnes; Kennerley, Mitchell; Roberts, Mary Fanton; Benson, Robert Henry",BG's social world; politics; finance,Lusitania won't sail; Mrs. Carman Roberts returns; concern for friends stranded throughout Europe; strong anti-German sentiment; shopping with Kennerley and rising import prices; Murray/Read and knighthood; England declares war; George Chase; BG sees first man she was engaged to; Agnes Meyer and Mrs. Strong,"Joubert, Ariana",AJ,2020/08/05,2020/08/10,"Braccia, Zoe",ZEB,2020/08/17,2020/08/18,2024/08/20,
62,05,1914_08_07,00344,"32044150448843_019, 32044150448843_020","Greene, Belle da Costa","Berenson, Bernard",104 East 40th Street,"New York, NY",United States,191,1914-85,3,2,,,"Münsterberg, Hugo",BG's social world; politics; current events,Everyone consumed with war news; BG buying newspapers; motoring with Mr. Cormack; growing anti-German sentiment in press causing protests (Munsterberg participates),"Joubert, Ariana",AJ,2020/08/10,2020/08/10,"Braccia, Zoe",ZEB,2020/08/17,2020/08/18,2024/08/20,
62,05,1914_08_08_10,00345,"32044150448843_021, 32044150448843_022, 32044150448843_023, 32044150448843_024, 32044150448843_025, 32044150448843_026","Greene, Belle da Costa","Berenson, Bernard",Mr. Morgan's Library New York,"New York, NY",United States,"192a, 193a, 193b, 194c",1914-86,9,6,,"originally enclosed with ""an editorial from the Evening Post""","Morgan, J. Pierpont, Jr.; Ryan, Nina Madeline Murphy; Ryan, John Barry; Johnstone, Lady Antoinette; Meyer, Agnes; Vanderbilt, Consuelo; Binyon, Laurence",BG's social world; politics; current events,News of German victory in Belgium; time with Lady Johnstone; seeing Duchess of Marlborough; BG turning down position as Chairman of one of the Red Cross committees; BG proud of Jack and his finance work; BG wants to know more about Binyon,"Joubert, Ariana",AJ,2020/08/10,2020/08/12,"Braccia, Zoe",ZEB,2020/08/18,2020/08/19,2024/08/21,
62,05,1914_08_12_13,00346,"32044150448843_027, 32044150448843_028, 32044150448843_029, 32044150448843_030","Greene, Belle da Costa","Berenson, Bernard",Mr. Morgan's Library New York,"New York, NY",United States,"195, 196",,6,4,,,"Greene, Genevieve Ida Van Vliet Fleet; Morgan, J. Pierpont, Jr.",BG's social world; weather,General confusion in NY from news inaccuracies; Jack hosting large Railroad meeting at the Library; dreadful thunderstorms; walk and moving picture with Mother,"Joubert, Ariana",AJ,2020/08/12,2020/08/18,"Braccia, Zoe",ZEB,2020/08/19,2020/08/19,2024/08/21,
62,05,1914_08_24,00347,"32044150448843_031, 32044150448843_032, 32044150448843_033, 32044150448843_034, 32044150448843_035, 32044150448843_036, 32044150448843_037, 32044150448843_038, 32044150448843_039, 32044150448843_040, 32044150448843_041, 32044150448843_042","Greene, Belle da Costa","Berenson, Bernard",104 East Fortieth Street,"New York, NY",United States,"197a, 198b, 199c, 200d, 201e, 202f",1914-87,16,12,,,"Greene, Genevieve Ida Van Vliet Fleet; Borglum, Gutzon; Roosevelt, Theodore; Faversham, Julie Opp; Laufer, Berthold; Read, Charles Hercules; Pinchot, Gifford; Pinchot, Cornelia Bryce; Meyer, Agnes; Thurston, Ada; Faversham, William; Freer, Charles Lang",BG's social world; BG's travel; politics; current events,Belle Haven; visiting Gutzon Borglum; luncheon and BG's interactions with Theodore Roosevelt; Japan declares war on Germany; BG trying to arrange options for BB to stay in NY; Pinchots marry ,"Joubert, Ariana",AJ,2020/08/18,2020/08/20,"Braccia, Zoe",ZEB,2020/08/20,2020/08/21,2024/08/21,
62,05,1914_08_27,00348,"32044150448843_043, 32044150448843_044, 32044150448843_045, 32044150448843_046, 32044150448843_047","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,"203a, 204b, 205c, 206d, 207e",1914-88,10,5,"""1914"" written in later hand",,"Duveen, Joseph; Parsons, Harold Woodbury; Morgan, J. Pierpont, Jr.; Greene, Genevieve Ida Van Vliet Fleet; Murray, Charles Fairfax",BG's social world; finance; politics,"World War I; Stock Exchange; BG's mother excited at the thought of BB visiting; BG's history with ""The Childe Harold""; letter from Murray","Mohite, Sam",SM,2024/03/18,2024/03/18,"Mohite, Sam",SM,2024/08/21,2024/08/21,2024/08/21,
62,06,1914_09_08,00349,"32044150448850_001, 32044150448850_002, 32044150448850_003, 32044150448850_004, 32044150448850_005, 32044150448850_006","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,208a–213f,1914-89,12,6,,,"Saint-Gaudens, Augusta Fisher Homer; Saint-Gaudens, Augustus; Mackaye, Percy; Eliot, Charles William; Churchill, Winston; Churchill, Mabel Harlakenden Hall; Parrish, Lydia Ambler Austin; Parrish, Maxfield; Wilson, Margaret Woodrow; Axson, Isaac Stockton Keith",current events; politics; BG's travel; BG's social world; finance,"BG shocked at outbreak of World War I; BG's stay in Cornish, NH; lunch at summer home of Woodrow Wilson; role of Edward Grey, 1st Viscount Grey of Fallodon, in creating alliance between England, France, and Russia; BG offers to help BB financially","Malanowski, Kelsey",KM,2020/08/18,2020/08/18,"Pellegrino, Serena",SP,2021/05/21,2021/05/21,2024/09/03,
62,06,1914_09_10_11_13_14_15,00350,"32044150448860_007, 32044150448860_008, 32044150448860_009, 32044150448860_010, 32044150448860_011, 32044150448860_012, 32044150448860_013, 32044150448860_014, 32044150448860_015, 32044150448860_016, 32044150448860_017, 32044150448860_018, 32044150448860_019","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,"214a, 215b, 216c, 217d, 218e, 219f, 220g, 221h, 222i, 223l, 224m, 225n, 226o",1914-90,26,13,,,"Morgan, Junius Spencer; Gardner, Sarah Spencer Morgan; Morgan, Caroline Lucy; Hamilton, Juliet Morgan; Hamilton, Helen Morgan; Harriman, Carol; Morgan, J. Pierpont, Jr.; Cram, Ralph Adams; Morgan, Jane Grew; Wilson, Woodrow; Vandervelde, Lalla; Sloane, William Milligan; Meyer, Eugene; Blumenthal, George; Blumenthal, Florence Meyer; Valentiner, Wilhlem; Bode, Wilhelm von; Robinson, Edward; Read, Charles Hercules; Murray, Charles Fairfax; Kluck, Alexander von",politics; current events; BG's social world,World War I; wedding of Sarah Morgan Gardner; Princeton architecture; Belgian relief aid; Jack's anti-German sentiment; letter censorship; German surrender,"Malanowski, Kelsey",KM,2020/08/18,2020/08/19,"Foner, Daria",DRF,2020/09/01,2020/09/04,2020/09/04,
62,06,1914_09_17_19,00351,"32044150448860_020, 32044150448860_021, 32044150448860_022, 32044150448860_023, 32044150448860_024, 32044150448860_025, 32044150448860_026, 32044150448860_027, 32044150448860_028, 32044150448860_029, 32044150448860_030, 32044150448860_031","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,227a–238n,1914-91,24,12,"""1914"" written by BB",,"Morgan, J. Pierpont, Jr.; Murray, Charles Fairfax; Duveen, Joseph; Duveen, Henry; Widener, Joseph E.; Rockefeller, John D.; Gorer, Edgar; Greene, Genevieve Ida Van Vliet Fleet; Greene, Russell da Costa; Seligmann, Jacques; Huntington, Archer Milton; Robinson, Edward; Read, Charles Hercules; Valentiner, Wilhelm; Agnew, William Lockett; Bode, Wilhelm von; Guiffrey, Jean",private collections; French art; cultural institutions; art dealing; BG's family; Spanish art; Chinese art; acquisitions; Italian art; BG's art collection,"Murray's quarters in NYC, after arriving on the RMS Lusitania; The Fragonard Room; Spanish tapestries; Chinese porcelains; Read's opinion of the Metropolitan Museum; BG sending BB paper from Tiffany & Co.; Guiffrey acquired Solario for Museum of Fine Arts Boston; Duveen inspecting BG's Spinello Aretino","Malanowski, Kelsey",KM,2020/08/19,2020/08/21,"Pellegrino, Serena",SP,2021/06/07,2021/06/23,2024/09/03,
62,06,1914_09_21_22,00352,"32044150448850_032, 32044150448850_033, 32044150448850_034, 32044150448850_035, 32044150448850_036, 32044150448850_037","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,239-244,1914-92,12,6,"""1914"" written in later hand",,"Abbott, Herbert Vaughan",private collections; current events; cultural institutions,"pro-German and anti-English sentiment; Wilhelm II and Russia; dynamics between England, South Africa, Russia; Raphael; The Metropolitan Museum","Fletcher, Meghan",MF,2020/08/21,2020/08/24,"Pellegrino, Serena",SP,2021/07/02,2021/07/02,2024/09/04,
62,06,1914_09_23_24_25,00353,"32044150448850_038, 32044150448850_039, 32044150448850_040, 32044150448850_041, 32044150448850_042, 32044150448850_043, 32044150448850_044, 32044150448850_045","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,245-252,1914-94,16,8,"date incorrectly written as Sept. 22; ""1914"" written in later hand",,"Gardner, Isabella Stewart; Armour, Allison ; Mott, Katherine; Nichols, Rose Standish; Morgan, Junius Spencer; Masefield, John; Vandervelde, Lalla Speyer; Brunner, Emma B.; Murray, Charles Fairfax; Brunner, Arnold W.; Kennerley, Mitchell; Hamilton, Juliet Morgan; Thurston, Ada; Greene, Genevieve Ida Van Vliet Fleet",private collections; current events; BG's social world; BG's family,"Wilhelm II; J. L. Iron Work; yachts; RMS Lusitania; RMS Olympic; Palazzo Pitti; Gardener's collection, row with Murray over Raphael's Ingrihami; Alexander von Kluck; Brunners detained and inspected by German soldiers; German soldiers torturing Belgian boys and raping peasant woman; August 1915 by John Masefield; The English Review; glass and tapestries in the Reims Cathedral","Fletcher, Meghan",MF,2020/08/21,2020/08/24,"Pellegrino, Serena",SP,2021/07/05,2021/07/05,2024/09/04,
62,06,1914_09_22_24_25,00354,"32044150448850_046, 32044150448850_047, 32044150448850_048, 32044150448850_049, 32044150448850_050, 32044150448850_051","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,253a–258f,1914-93,12,6,"""1914"" written in pencil (not by BB). Though year seems incorrect because the days of the week match the calendar dates for 1917, not 1914, the context of the letter—mentioning the early days of World War One—suggests 1914 is correct",,"Faversham, William; Dorziat, Gabrielle; Morgan, Jane Grew; Kennerley, Mitchell; Morgan, J. Pierpont, Jr.; Merkel; Holen; Collier, Price; Thurston, Ada",current events; drama; BG's leisure activities; BG's social world,"conflict between England and Germany at beginning of World War One; marble bust of Jack Morgan given him by Kaiser Wilhelm II; Kennerley's book on the war; The Hawk, adapted by William Faversham; New Yorker Staats-Zeitung; Price Collier, Germany and the Germans; BG talking about war with English, French, and German acquaintances","Malanowski, Kelsey",KM,2020/08/26,2020/09/01,"Pellegrino, Serena",SP,2021/07/08,2021/07/08,2024/09/04,
